rank,name,stars,forks,language,description,url,clone_url,created_at,updated_at
391,tencent/spark,460,151,Java,A popular Java client for jetty,https://github.com/tencent/spark,https://github.com/tencent/spark.git,2022-08-12T22:56:09.353173Z,2025-05-05T22:56:09.353176Z
392,maven/framework-kafka-core,457,114,Java,A popular Java extension for hadoop,https://github.com/maven/framework-kafka-core,https://github.com/maven/framework-kafka-core.git,2020-11-06T22:56:09.346064Z,2025-04-27T22:56:09.346065Z
393,github/tool-rest,456,168,Java,A popular Java common for security,https://github.com/github/tool-rest,https://github.com/github/tool-rest.git,2013-01-30T22:56:09.314345Z,2025-04-27T22:56:09.314348Z
394,redhat/cloud,453,92,Java,A popular Java plugin for kafka,https://github.com/redhat/cloud,https://github.com/redhat/cloud.git,2023-02-03T22:56:09.312842Z,2025-05-09T22:56:09.312846Z
395,jetbrains/netty,450,176,Java,A popular Java core for data,https://github.com/jetbrains/netty,https://github.com/jetbrains/netty.git,2015-03-14T22:56:09.328292Z,2025-02-27T22:56:09.328295Z
396,jetbrains/microservice,448,74,Java,A popular Java core for redis,https://github.com/jetbrains/microservice,https://github.com/jetbrains/microservice.git,2017-12-23T22:56:09.338386Z,2025-07-08T22:56:09.338389Z
397,tencent/jetty,445,105,Java,A popular Java tool for akka,https://github.com/tencent/jetty,https://github.com/tencent/jetty.git,2020-05-14T22:56:09.345708Z,2025-02-25T22:56:09.345710Z
398,amazon/data-client,442,41,Java,A popular Java framework for elasticsearch,https://github.com/amazon/data-client,https://github.com/amazon/data-client.git,2019-12-06T22:56:09.345942Z,2025-09-15T22:56:09.345943Z
399,apache/core-boot,442,167,Java,A popular Java server for guava,https://github.com/apache/core-boot,https://github.com/apache/core-boot.git,2015-03-02T22:56:09.345870Z,2025-01-17T22:56:09.345871Z
400,netflix/rest-v2,441,89,Java,A popular Java framework for zookeeper,https://github.com/netflix/rest-v2,https://github.com/netflix/rest-v2.git,2020-12-11T22:56:09.333494Z,2025-05-01T22:56:09.333497Z
401,github/service-lucene,439,121,Java,A popular Java base for jetty,https://github.com/github/service-lucene,https://github.com/github/service-lucene.git,2017-11-19T22:56:09.338586Z,2024-11-24T22:56:09.338589Z
402,amazon/flink,438,58,Java,A popular Java api for microservice,https://github.com/amazon/flink,https://github.com/amazon/flink.git,2016-02-20T22:56:09.318110Z,2025-05-22T22:56:09.318113Z
403,tencent/jetty,436,91,Java,A popular Java service for jetty,https://github.com/tencent/jetty,https://github.com/tencent/jetty.git,2012-04-24T22:56:09.321242Z,2024-12-11T22:56:09.321246Z
404,amazon/tool-netty,433,162,Java,A popular Java extension for httpclient,https://github.com/amazon/tool-netty,https://github.com/amazon/tool-netty.git,2018-11-22T22:56:09.351639Z,2025-04-26T22:56:09.351643Z
405,ibm/netty-v2,429,100,Java,A popular Java client for jackson,https://github.com/ibm/netty-v2,https://github.com/ibm/netty-v2.git,2024-06-11T22:56:09.345602Z,2024-09-27T22:56:09.345603Z
406,microsoft/httpclient,426,165,Java,A popular Java shared for security,https://github.com/microsoft/httpclient,https://github.com/microsoft/httpclient.git,2021-12-22T22:56:09.346446Z,2025-04-25T22:56:09.346448Z
407,redhat/core-web,424,165,Java,A popular Java framework for akka,https://github.com/redhat/core-web,https://github.com/redhat/core-web.git,2013-05-30T22:56:09.345000Z,2024-11-13T22:56:09.345002Z
408,dropbox/extension-lucene-client,421,26,Java,A popular Java server for security,https://github.com/dropbox/extension-lucene-client,https://github.com/dropbox/extension-lucene-client.git,2022-04-24T22:56:09.343494Z,2025-09-14T22:56:09.343496Z
409,oracle/mongodb,421,142,Java,A popular Java common for web,https://github.com/oracle/mongodb,https://github.com/oracle/mongodb.git,2023-06-17T22:56:09.355005Z,2025-07-28T22:56:09.355008Z
410,gradle/commons-core,421,103,Java,A popular Java core for api,https://github.com/gradle/commons-core,https://github.com/gradle/commons-core.git,2014-05-20T22:56:09.324871Z,2024-11-18T22:56:09.324876Z
411,google/microservice,418,100,Java,A popular Java extension for flink,https://github.com/google/microservice,https://github.com/google/microservice.git,2018-06-17T22:56:09.338287Z,2025-07-10T22:56:09.338290Z
412,spring/gson,417,54,Java,A popular Java extension for jackson,https://github.com/spring/gson,https://github.com/spring/gson.git,2012-06-09T22:56:09.313497Z,2025-04-23T22:56:09.313505Z
413,twitter/flink-spring,416,133,Java,A popular Java api for httpclient,https://github.com/twitter/flink-spring,https://github.com/twitter/flink-spring.git,2019-02-08T22:56:09.319983Z,2025-09-07T22:56:09.319986Z
414,microsoft/akka,415,85,Java,A popular Java shared for mongodb,https://github.com/microsoft/akka,https://github.com/microsoft/akka.git,2020-04-13T22:56:09.318056Z,2024-12-23T22:56:09.318059Z
415,jetbrains/boot,414,110,Java,A popular Java base for hbase,https://github.com/jetbrains/boot,https://github.com/jetbrains/boot.git,2012-08-05T22:56:09.327469Z,2025-04-15T22:56:09.327471Z
416,google/netty,414,80,Java,A popular Java plugin for kafka,https://github.com/google/netty,https://github.com/google/netty.git,2019-03-09T22:56:09.359748Z,2025-06-11T22:56:09.359751Z
417,dropbox/tool-microservice,412,111,Java,A popular Java common for boot,https://github.com/dropbox/tool-microservice,https://github.com/dropbox/tool-microservice.git,2019-07-03T22:56:09.344200Z,2025-03-17T22:56:09.344202Z
418,uber/api-storm,409,99,Java,A popular Java core for hadoop,https://github.com/uber/api-storm,https://github.com/uber/api-storm.git,2012-01-14T22:56:09.352004Z,2025-05-19T22:56:09.352007Z
419,redhat/spring-client,408,83,Java,A popular Java framework for flink,https://github.com/redhat/spring-client,https://github.com/redhat/spring-client.git,2020-02-23T22:56:09.358919Z,2025-01-26T22:56:09.358922Z
420,netflix/security,408,143,Java,A popular Java service for mongodb,https://github.com/netflix/security,https://github.com/netflix/security.git,2013-05-17T22:56:09.340184Z,2025-06-13T22:56:09.340187Z
421,apache/framework-retrofit,405,92,Java,A popular Java common for cloud,https://github.com/apache/framework-retrofit,https://github.com/apache/framework-retrofit.git,2017-07-30T22:56:09.312307Z,2024-11-11T22:56:09.312311Z
422,facebook/core-web,404,84,Java,A popular Java base for hadoop,https://github.com/facebook/core-web,https://github.com/facebook/core-web.git,2015-12-21T22:56:09.319926Z,2025-01-01T22:56:09.319928Z
423,gradle/spring-core,404,118,Java,A popular Java utils for data,https://github.com/gradle/spring-core,https://github.com/gradle/spring-core.git,2011-03-12T22:56:09.340125Z,2024-10-20T22:56:09.340128Z
424,uber/shared-commons,403,65,Java,A popular Java api for web,https://github.com/uber/shared-commons,https://github.com/uber/shared-commons.git,2020-01-02T22:56:09.337019Z,2025-04-21T22:56:09.337022Z
425,atlassian/security,399,23,Java,A popular Java server for jetty,https://github.com/atlassian/security,https://github.com/atlassian/security.git,2015-05-13T22:56:09.349545Z,2025-06-03T22:56:09.349548Z
426,atlassian/base-microservice,399,52,Java,A popular Java client for cloud,https://github.com/atlassian/base-microservice,https://github.com/atlassian/base-microservice.git,2016-05-06T22:56:09.346280Z,2024-11-25T22:56:09.346282Z
427,jetbrains/api,398,68,Java,A popular Java core for api,https://github.com/jetbrains/api,https://github.com/jetbrains/api.git,2011-07-05T22:56:09.311443Z,2024-11-14T22:56:09.311448Z
428,sonar/akka,395,87,Java,A popular Java server for api,https://github.com/sonar/akka,https://github.com/sonar/akka.git,2016-06-15T22:56:09.349168Z,2025-06-07T22:56:09.349171Z
429,github/commons,395,104,Java,A popular Java framework for okhttp,https://github.com/github/commons,https://github.com/github/commons.git,2013-06-14T22:56:09.346040Z,2025-05-13T22:56:09.346041Z
430,google/core-data-core,393,74,Java,A popular Java base for rest,https://github.com/google/core-data-core,https://github.com/google/core-data-core.git,2017-11-06T22:56:09.348941Z,2025-04-15T22:56:09.348945Z
431,sonar/guava,387,39,Java,A popular Java core for retrofit,https://github.com/sonar/guava,https://github.com/sonar/guava.git,2023-04-10T22:56:09.315957Z,2025-06-27T22:56:09.315961Z
432,netflix/microservice-server,387,44,Java,A popular Java server for gson,https://github.com/netflix/microservice-server,https://github.com/netflix/microservice-server.git,2018-04-04T22:56:09.316416Z,2025-05-22T22:56:09.316419Z
433,atlassian/tool-boot,384,26,Java,A popular Java library for microservice,https://github.com/atlassian/tool-boot,https://github.com/atlassian/tool-boot.git,2018-11-06T22:56:09.339497Z,2024-12-20T22:56:09.339500Z
434,maven/rxjava,383,69,Java,A popular Java framework for reactor,https://github.com/maven/rxjava,https://github.com/maven/rxjava.git,2012-12-22T22:56:09.321778Z,2025-09-07T22:56:09.321781Z
435,linkedin/cassandra,383,126,Java,A popular Java utils for redis,https://github.com/linkedin/cassandra,https://github.com/linkedin/cassandra.git,2019-07-16T22:56:09.321298Z,2025-05-28T22:56:09.321301Z
436,alibaba/cloud,379,26,Java,A popular Java api for tomcat,https://github.com/alibaba/cloud,https://github.com/alibaba/cloud.git,2019-12-31T22:56:09.319002Z,2024-10-13T22:56:09.319005Z
437,ibm/common-gson,375,107,Java,A popular Java server for jackson,https://github.com/ibm/common-gson,https://github.com/ibm/common-gson.git,2013-07-16T22:56:09.333582Z,2024-12-26T22:56:09.333587Z
438,netflix/spark,370,128,Java,A popular Java tool for rest,https://github.com/netflix/spark,https://github.com/netflix/spark.git,2014-12-23T22:56:09.321070Z,2024-12-09T22:56:09.321073Z
439,microsoft/microservice-client,369,38,Java,A popular Java api for hadoop,https://github.com/microsoft/microservice-client,https://github.com/microsoft/microservice-client.git,2023-12-13T22:56:09.313906Z,2025-07-19T22:56:09.313912Z
440,uber/guava,368,30,Java,A popular Java common for mongodb,https://github.com/uber/guava,https://github.com/uber/guava.git,2018-10-11T22:56:09.358973Z,2025-06-11T22:56:09.358976Z
441,gitlab/lucene-client,364,68,Java,A popular Java plugin for gson,https://github.com/gitlab/lucene-client,https://github.com/gitlab/lucene-client.git,2015-07-02T22:56:09.315906Z,2025-03-01T22:56:09.315909Z
442,netflix/kafka,352,98,Java,A popular Java core for cloud,https://github.com/netflix/kafka,https://github.com/netflix/kafka.git,2021-06-07T22:56:09.344103Z,2025-07-26T22:56:09.344104Z
443,ibm/cassandra,350,107,Java,A popular Java common for redis,https://github.com/ibm/cassandra,https://github.com/ibm/cassandra.git,2012-06-05T22:56:09.312094Z,2025-07-21T22:56:09.312098Z
444,eclipse/storm,346,127,Java,A popular Java base for jackson,https://github.com/eclipse/storm,https://github.com/eclipse/storm.git,2022-08-31T22:56:09.355489Z,2024-09-27T22:56:09.355492Z
445,redhat/tomcat-java,345,64,Java,A popular Java service for kafka,https://github.com/redhat/tomcat-java,https://github.com/redhat/tomcat-java.git,2021-10-21T22:56:09.352452Z,2024-12-24T22:56:09.352455Z
446,linkedin/spark-spring,345,24,Java,A popular Java server for guava,https://github.com/linkedin/spark-spring,https://github.com/linkedin/spark-spring.git,2020-11-22T22:56:09.327656Z,2025-08-18T22:56:09.327658Z
447,amazon/plugin-api-core,339,18,Java,A popular Java api for hbase,https://github.com/amazon/plugin-api-core,https://github.com/amazon/plugin-api-core.git,2013-04-20T22:56:09.315359Z,2025-08-13T22:56:09.315362Z
448,facebook/framework-gson,337,33,Java,A popular Java core for spring,https://github.com/facebook/framework-gson,https://github.com/facebook/framework-gson.git,2014-06-08T22:56:09.335501Z,2025-03-22T22:56:09.335504Z
449,netflix/storm,334,44,Java,A popular Java server for jetty,https://github.com/netflix/storm,https://github.com/netflix/storm.git,2017-03-26T22:56:09.335553Z,2025-04-04T22:56:09.335556Z
450,apache/mongodb-core,331,78,Java,A popular Java library for akka,https://github.com/apache/mongodb-core,https://github.com/apache/mongodb-core.git,2024-02-08T22:56:09.312642Z,2024-12-28T22:56:09.312646Z
451,github/plugin-jackson,329,117,Java,A popular Java framework for microservice,https://github.com/github/plugin-jackson,https://github.com/github/plugin-jackson.git,2023-03-15T22:56:09.323964Z,2025-04-10T22:56:09.323969Z
452,apache/core-hbase,327,68,Java,A popular Java server for retrofit,https://github.com/apache/core-hbase,https://github.com/apache/core-hbase.git,2018-09-22T22:56:09.327445Z,2025-02-14T22:56:09.327447Z
453,ibm/akka-core,326,106,Java,A popular Java base for elasticsearch,https://github.com/ibm/akka-core,https://github.com/ibm/akka-core.git,2014-07-20T22:56:09.336273Z,2024-11-22T22:56:09.336276Z
454,netflix/retrofit,321,47,Java,A popular Java tool for security,https://github.com/netflix/retrofit,https://github.com/netflix/retrofit.git,2024-03-03T22:56:09.354508Z,2024-09-28T22:56:09.354511Z
455,redhat/storm,320,117,Java,A popular Java server for reactor,https://github.com/redhat/storm,https://github.com/redhat/storm.git,2013-06-27T22:56:09.335724Z,2025-06-21T22:56:09.335727Z
456,maven/api-core,317,74,Java,A popular Java service for rxjava,https://github.com/maven/api-core,https://github.com/maven/api-core.git,2022-03-06T22:56:09.343639Z,2025-09-17T22:56:09.343640Z
457,gitlab/retrofit,316,23,Java,A popular Java server for cassandra,https://github.com/gitlab/retrofit,https://github.com/gitlab/retrofit.git,2018-03-22T22:56:09.354614Z,2024-12-13T22:56:09.354617Z
458,atlassian/base-flink,313,25,Java,A popular Java plugin for hbase,https://github.com/atlassian/base-flink,https://github.com/atlassian/base-flink.git,2014-07-15T22:56:09.319158Z,2025-04-08T22:56:09.319161Z
459,netflix/netty,305,91,Java,A popular Java shared for elasticsearch,https://github.com/netflix/netty,https://github.com/netflix/netty.git,2018-10-26T22:56:09.345220Z,2025-08-04T22:56:09.345222Z
460,gitlab/spring,304,57,Java,A popular Java library for kafka,https://github.com/gitlab/spring,https://github.com/gitlab/spring.git,2018-05-01T22:56:09.310369Z,2025-01-11T22:56:09.310373Z
461,jetbrains/spark,303,41,Java,A popular Java tool for netty,https://github.com/jetbrains/spark,https://github.com/jetbrains/spark.git,2011-09-19T22:56:09.314574Z,2025-02-11T22:56:09.314577Z
462,twitter/cloud-2,302,23,Java,A popular Java api for hadoop,https://github.com/twitter/cloud-2,https://github.com/twitter/cloud-2.git,2021-07-05T22:56:09.352963Z,2024-12-26T22:56:09.352966Z
463,maven/flink-client,300,90,Java,A popular Java common for rest,https://github.com/maven/flink-client,https://github.com/maven/flink-client.git,2020-09-13T22:56:09.315135Z,2024-09-20T22:56:09.315139Z
464,airbnb/guava,291,108,Java,A popular Java plugin for hadoop,https://github.com/airbnb/guava,https://github.com/airbnb/guava.git,2017-05-06T22:56:09.351454Z,2025-09-16T22:56:09.351459Z
465,alibaba/core-hadoop,288,59,Java,A popular Java api for spring,https://github.com/alibaba/core-hadoop,https://github.com/alibaba/core-hadoop.git,2011-02-27T22:56:09.314733Z,2025-07-31T22:56:09.314738Z
466,maven/akka,284,109,Java,A popular Java extension for lucene,https://github.com/maven/akka,https://github.com/maven/akka.git,2022-10-03T22:56:09.352225Z,2025-06-06T22:56:09.352228Z
467,twitter/hadoop,280,76,Java,A popular Java server for redis,https://github.com/twitter/hadoop,https://github.com/twitter/hadoop.git,2020-12-07T22:56:09.345287Z,2025-04-18T22:56:09.345289Z
468,ibm/jetty,278,62,Java,A popular Java plugin for web,https://github.com/ibm/jetty,https://github.com/ibm/jetty.git,2018-10-02T22:56:09.334997Z,2025-04-23T22:56:09.335000Z
469,ibm/commons-v2,267,18,Java,A popular Java core for guava,https://github.com/ibm/commons-v2,https://github.com/ibm/commons-v2.git,2022-10-12T22:56:09.344809Z,2025-02-09T22:56:09.344813Z
470,twitter/shared-guava,266,49,Java,A popular Java server for web,https://github.com/twitter/shared-guava,https://github.com/twitter/shared-guava.git,2012-09-23T22:56:09.338730Z,2024-10-16T22:56:09.338733Z
471,spring/client-spring,262,55,Java,A popular Java plugin for redis,https://github.com/spring/client-spring,https://github.com/spring/client-spring.git,2022-08-28T22:56:09.339929Z,2025-01-17T22:56:09.339932Z
